Potential (V vs. RHE),Current density (mA/cm²)
1.6553,12954.2714
1.6583,13119.0822
1.6615,13301.9293
1.6646,13496.4538
1.6676,13712.9441
1.6707,13966.8051
1.6738,14225.1208
1.6769,14496.0978
1.6800,14775.5304
1.6830,15055.0829
1.6861,15343.4088
1.6892,15631.9474
1.6922,15936.1895
1.6954,16266.5246
1.6983,16658.5792
1.7014,16970.1599
1.7046,17342.3117
1.7077,17642.9725
1.7107,17918.8290
1.7138,18184.2708
1.7169,18469.7417
1.7201,18776.0481
1.7230,19040.6356
1.7261,19306.8634
1.7292,19555.1580
1.7322,19823.7418
1.7354,20090.2988
1.7385,20342.6363
1.7415,20591.7389
1.7446,20836.7034
1.7476,21128.5441
1.7507,21445.3517
1.7538,23594.7417
1.7569,23723.6802
1.7600,23943.0631
1.7631,24139.2322
1.7661,24327.6221
1.7693,24524.7653
1.7723,24729.3942
1.7754,25008.9048
1.7784,25244.4116
1.7815,25405.4373
1.7847,25551.1476
1.7877,25705.6545
1.7908,25974.8963
1.7939,26468.0760
1.7969,26588.4763
1.8000,26715.7173
1.8031,26841.8667
1.8062,26976.4990
1.8093,27089.3446
1.8124,27220.1638
1.8155,27384.6039
1.8185,27605.7027
1.8216,27796.0553
1.8241,27900.5983
1.8254,27978.9001
